                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.72659,                 1.0975,                 1.0512,                0.88486,                0.84209,                0.90466,                0.85356,                0.34684,                 0.5548,                0.92086,               0.007129,               0.007129,               0.007129
                     89,                0.72724,                  1.111,                 1.0549,                0.88288,                0.84026,                0.90512,                0.85305,                 0.3467,                0.55238,                0.92081,               0.007096,               0.007096,               0.007096
                     90,                0.72236,                 1.0989,                 1.0513,                0.88529,                0.84203,                0.90501,                0.85316,                0.34626,                0.55095,                 0.9202,               0.007063,               0.007063,               0.007063
                     91,                0.71958,                  1.086,                 1.0529,                0.88706,                0.83925,                0.90465,                0.85211,                0.34624,                0.54957,                 0.9203,                0.00703,                0.00703,                0.00703
                     92,                0.71685,                 1.0731,                 1.0441,                0.88716,                0.84131,                0.90465,                0.85212,                0.34621,                0.54902,                0.92016,               0.006997,               0.006997,               0.006997
                     93,                0.71455,                  1.073,                  1.047,                0.88622,                0.84208,                0.90486,                0.85239,                 0.3464,                 0.5489,                0.92012,               0.006964,               0.006964,               0.006964
                     94,                0.70499,                 1.0616,                  1.043,                0.88786,                0.84209,                0.90528,                0.85324,                0.34588,                0.54811,                0.91929,               0.006931,               0.006931,               0.006931
                     95,                0.70897,                 1.0627,                 1.0447,                0.88792,                0.84182,                0.90572,                0.85379,                0.34588,                0.54738,                0.91911,               0.006898,               0.006898,               0.006898
                     96,                 0.7168,                 1.0604,                 1.0473,                0.89165,                0.83652,                0.90641,                0.85425,                0.34599,                0.54635,                0.91897,               0.006865,               0.006865,               0.006865
                     97,                0.70823,                 1.0512,                 1.0409,                0.86488,                0.86128,                0.90671,                0.85439,                0.34576,                0.54596,                0.91828,               0.006832,               0.006832,               0.006832
                     98,                0.70392,                 1.0545,                 1.0437,                0.86558,                0.85979,                0.90634,                0.85375,                0.34558,                0.54522,                0.91795,               0.006799,               0.006799,               0.006799
                     99,                 0.7073,                 1.0439,                 1.0409,                0.86567,                 0.8625,                0.90627,                0.85343,                0.34512,                0.54502,                0.91745,               0.006766,               0.006766,               0.006766
                    100,                0.70798,                 1.0428,                  1.043,                0.86683,                0.86414,                0.90645,                0.85432,                 0.3452,                0.54486,                0.91729,               0.006733,               0.006733,               0.006733
                    101,                0.70138,                 1.0233,                 1.0389,                0.86452,                0.86494,                0.90647,                0.85428,                0.34496,                0.54433,                0.91704,                 0.0067,                 0.0067,                 0.0067
                    102,                0.69877,                 1.0299,                  1.041,                0.86449,                0.86473,                0.90696,                0.85408,                0.34503,                0.54391,                0.91704,               0.006667,               0.006667,               0.006667
                    103,                0.69811,                 1.0183,                 1.0374,                0.86265,                0.86708,                0.90712,                0.85519,                0.34498,                0.54325,                0.91668,               0.006634,               0.006634,               0.006634
                    104,                0.69352,                 1.0189,                 1.0372,                0.86402,                0.86485,                0.90678,                0.85564,                0.34483,                0.54238,                 0.9166,               0.006601,               0.006601,               0.006601
                    105,                0.69336,                 1.0082,                 1.0369,                 0.8631,                0.86459,                0.90655,                0.85523,                0.34435,                 0.5423,                0.91616,               0.006568,               0.006568,               0.006568
                    106,                0.69518,                 1.0028,                 1.0358,                0.86209,                0.86568,                0.90683,                 0.8552,                0.34422,                0.54244,                0.91589,               0.006535,               0.006535,               0.006535
                    107,                 0.6974,                  1.008,                 1.0363,                0.86049,                0.86871,                0.90706,                0.85435,                0.34414,                0.54236,                0.91583,               0.006502,               0.006502,               0.006502
                    108,                0.69999,                 1.0073,                 1.0386,                0.87212,                0.85605,                0.90716,                0.85537,                0.34395,                0.54207,                0.91567,               0.006469,               0.006469,               0.006469
                    109,                0.68821,                0.99472,                 1.0348,                0.87279,                0.85834,                0.90748,                0.85497,                0.34379,                0.54209,                0.91566,               0.006436,               0.006436,               0.006436
                    110,                0.68857,                0.99467,                 1.0318,                0.87357,                0.85954,                0.90761,                0.85552,                  0.344,                0.54199,                0.91618,               0.006403,               0.006403,               0.006403
                    111,                0.68879,                0.98523,                  1.033,                0.87417,                0.86072,                0.90778,                0.85597,                0.34413,                0.54187,                0.91623,                0.00637,                0.00637,                0.00637
                    112,                 0.6864,                0.98355,                 1.0311,                0.87339,                0.86246,                0.90825,                0.85658,                0.34413,                0.54132,                0.91614,               0.006337,               0.006337,               0.006337
                    113,                0.68638,                0.97374,                 1.0309,                0.86733,                0.86884,                0.90804,                 0.8569,                0.34378,                0.54076,                0.91561,               0.006304,               0.006304,               0.006304
                    114,                0.68605,                0.97653,                 1.0297,                0.86697,                 0.8702,                 0.9083,                0.85641,                0.34374,                0.54073,                0.91572,               0.006271,               0.006271,               0.006271
                    115,                0.68637,                0.96702,                 1.0296,                 0.8674,                0.87204,                0.90847,                0.85689,                0.34351,                0.54065,                0.91567,               0.006238,               0.006238,               0.006238
                    116,                0.68144,                 0.9633,                 1.0282,                0.86836,                0.87106,                0.90844,                0.85697,                0.34347,                0.53983,                0.91564,               0.006205,               0.006205,               0.006205
                    117,                0.67962,                0.95444,                 1.0274,                0.86818,                0.87019,                0.90855,                0.85724,                0.34342,                0.53941,                0.91579,               0.006172,               0.006172,               0.006172
                    118,                0.68082,                0.96334,                  1.032,                0.87123,                0.86737,                0.90797,                0.85663,                 0.3436,                0.53925,                0.91592,               0.006139,               0.006139,               0.006139
